"subjectid" "activity" "feature" "mean(measurement)"
4 "walkingupstairs" "fBodyBodyAccJerkMagstd" -0.497324087307692
4 "walkingupstairs" "fBodyBodyAccJerkMagmeanFreq" 0.0497462736942308
4 "walkingupstairs" "fBodyBodyGyroMagmean" -0.575794072115385
4 "walkingupstairs" "fBodyBodyGyroMagstd" -0.552489628846154
4 "walkingupstairs" "fBodyBodyGyroMagmeanFreq" -0.150274479246154
4 "walkingupstairs" "fBodyBodyGyroJerkMagmean" -0.740749226346154
4 "walkingupstairs" "fBodyBodyGyroJerkMagstd" -0.794209483076923
4 "walkingupstairs" "fBodyBodyGyroJerkMagmeanFreq" 0.179517012258654
4 "walkingupstairs" "angletBodyAccMeangravity" 0.0592051541692308
4 "walkingupstairs" "angletBodyAccJerkMeangravityMean" -0.00506236538461539
4 "walkingupstairs" "angletBodyGyroMeangravityMean" -0.246559359423077
4 "walkingupstairs" "angletBodyGyroJerkMeangravityMean" 0.0535172503461538
4 "walkingupstairs" "angleXgravityMean" -0.775483533076923
4 "walkingupstairs" "angleYgravityMean" 0.243389231923077
4 "walkingupstairs" "angleZgravityMean" -0.0368022039115385
4 "walkingdownstairs" "tBodyAccmeanX" 0.279965329555556
4 "walkingdownstairs" "tBodyAccmeanY" -0.00980200850666667
4 "walkingdownstairs" "tBodyAccmeanZ" -0.1067775246
4 "walkingdownstairs" "tBodyAccstdX" 0.0111935496222222
4 "walkingdownstairs" "tBodyAccstdY" -0.21859832499
4 "walkingdownstairs" "tBodyAccstdZ" -0.479185977111111
4 "walkingdownstairs" "tGravityAccmeanX" 0.947731858666667
4 "walkingdownstairs" "tGravityAccmeanY" -0.0620852772955556
4 "walkingdownstairs" "tGravityAccmeanZ" 0.148714808888889
4 "walkingdownstairs" "tGravityAccstdX" -0.955258881333333
4 "walkingdownstairs" "tGravityAccstdY" -0.932066041111111
4 "walkingdownstairs" "tGravityAccstdZ" -0.937753794444444
4 "walkingdownstairs" "tBodyAccJerkmeanX" 0.0971862748866667
4 "walkingdownstairs" "tBodyAccJerkmeanY" 0.00563780215111111
4 "walkingdownstairs" "tBodyAccJerkmeanZ" -0.00729137766444444
4 "walkingdownstairs" "tBodyAccJerkstdX" -0.145759708684667
4 "walkingdownstairs" "tBodyAccJerkstdY" -0.146242294857778
4 "walkingdownstairs" "tBodyAccJerkstdZ" -0.626646986888889
4 "walkingdownstairs" "tBodyGyromeanX" -0.102838822533333
4 "walkingdownstairs" "tBodyGyromeanY" -0.0704025952333333
4 "walkingdownstairs" "tBodyGyromeanZ" 0.05926394948
4 "walkingdownstairs" "tBodyGyrostdX" -0.370244695288889
4 "walkingdownstairs" "tBodyGyrostdY" -0.699453537111111
4 "walkingdownstairs" "tBodyGyrostdZ" -0.498480800444444
4 "walkingdownstairs" "tBodyGyroJerkmeanX" -0.0921282734666667
4 "walkingdownstairs" "tBodyGyroJerkmeanY" -0.0348434913444444
4 "walkingdownstairs" "tBodyGyroJerkmeanZ" -0.0492836435688889
4 "walkingdownstairs" "tBodyGyroJerkstdX" -0.395995494444444
4 "walkingdownstairs" "tBodyGyroJerkstdY" -0.816858240222222
4 "walkingdownstairs" "tBodyGyroJerkstdZ" -0.325780073711111
4 "walkingdownstairs" "tBodyAccMagmean" -0.0491616726733333
4 "walkingdownstairs" "tBodyAccMagstd" -0.0819559041111111
4 "walkingdownstairs" "tGravityAccMagmean" -0.0491616726733333
4 "walkingdownstairs" "tGravityAccMagstd" -0.0819559041111111
4 "walkingdownstairs" "tBodyAccJerkMagmean" -0.228851413747333
4 "walkingdownstairs" "tBodyAccJerkMagstd" -0.216858921977778
4 "walkingdownstairs" "tBodyGyroMagmean" -0.3466062928
4 "walkingdownstairs" "tBodyGyroMagstd" -0.3805726254
4 "walkingdownstairs" "tBodyGyroJerkMagmean" -0.592843014888889
4 "walkingdownstairs" "tBodyGyroJerkMagstd" -0.637079543555556
4 "walkingdownstairs" "fBodyAccmeanX" -0.0722392276888889
4 "walkingdownstairs" "fBodyAccmeanY" -0.129606639466667
4 "walkingdownstairs" "fBodyAccmeanZ" -0.494683451555556
4 "walkingdownstairs" "fBodyAccstdX" 0.0390098262533333
4 "walkingdownstairs" "fBodyAccstdY" -0.32253131772
4 "walkingdownstairs" "fBodyAccstdZ" -0.512694303111111
4 "walkingdownstairs" "fBodyAccmeanFreqX" -0.342285696395556
4 "walkingdownstairs" "fBodyAccmeanFreqY" 0.213581745013333
4 "walkingdownstairs" "fBodyAccmeanFreqZ" 0.0478375669635111
4 "walkingdownstairs" "fBodyAccJerkmeanX" -0.16163290774
4 "walkingdownstairs" "fBodyAccJerkmeanY" -0.172941628735556
4 "walkingdownstairs" "fBodyAccJerkmeanZ" -0.583917371333333
4 "walkingdownstairs" "fBodyAccJerkstdX" -0.208250062317778
4 "walkingdownstairs" "fBodyAccJerkstdY" -0.177202094317778
4 "walkingdownstairs" "fBodyAccJerkstdZ" -0.668867334444444
4 "walkingdownstairs" "fBodyAccJerkmeanFreqX" -0.179115175957778
4 "walkingdownstairs" "fBodyAccJerkmeanFreqY" -0.181293185048889
4 "walkingdownstairs" "fBodyAccJerkmeanFreqZ" -0.169702261222222
4 "walkingdownstairs" "fBodyGyromeanX" -0.240298893435556
4 "walkingdownstairs" "fBodyGyromeanY" -0.717545840444444
4 "walkingdownstairs" "fBodyGyromeanZ" -0.318306481022222
4 "walkingdownstairs" "fBodyGyrostdX" -0.414919000955556
4 "walkingdownstairs" "fBodyGyrostdY" -0.691518367333333
4 "walkingdownstairs" "fBodyGyrostdZ" -0.621658471333333
4 "walkingdownstairs" "fBodyGyromeanFreqX" -0.127145376957778
4 "walkingdownstairs" "fBodyGyromeanFreqY" -0.185485631124444
4 "walkingdownstairs" "fBodyGyromeanFreqZ" 0.3770740968
4 "walkingdownstairs" "fBodyAccMagmean" -0.01907433524
4 "walkingdownstairs" "fBodyAccMagstd" -0.263644030288889
4 "walkingdownstairs" "fBodyAccMagmeanFreq" 0.101078170917778
4 "walkingdownstairs" "fBodyBodyAccJerkMagmean" -0.175295286557778
4 "walkingdownstairs" "fBodyBodyAccJerkMagstd" -0.280426776955556
4 "walkingdownstairs" "fBodyBodyAccJerkMagmeanFreq" 0.0926236938266667
4 "walkingdownstairs" "fBodyBodyGyroMagmean" -0.429213369555556
4 "walkingdownstairs" "fBodyBodyGyroMagstd" -0.457674088
4 "walkingdownstairs" "fBodyBodyGyroMagmeanFreq" 0.0600292045888889
4 "walkingdownstairs" "fBodyBodyGyroJerkMagmean" -0.621752455777778
4 "walkingdownstairs" "fBodyBodyGyroJerkMagstd" -0.685470931777778
4 "walkingdownstairs" "fBodyBodyGyroJerkMagmeanFreq" 0.144436925733333
4 "walkingdownstairs" "angletBodyAccMeangravity" 0.000633759377777773
4 "walkingdownstairs" "angletBodyAccJerkMeangravityMean" -0.0525297218666667
4 "walkingdownstairs" "angletBodyGyroMeangravityMean" 0.353626044222222
4 "walkingdownstairs" "angletBodyGyroJerkMeangravityMean" -0.0625619543688889
4 "walkingdownstairs" "angleXgravityMean" -0.852409054444444
4 "walkingdownstairs" "angleYgravityMean" 0.1265381706
4 "walkingdownstairs" "angleZgravityMean" -0.0832015467555555
4 "sitting" "tBodyAccmeanX" 0.27153827992
4 "sitting" "tBodyAccmeanY" -0.007163065158
4 "sitting" "tBodyAccmeanZ" -0.10587459588
4 "sitting" "tBodyAccstdX" -0.980309931
4 "sitting" "tBodyAccstdY" -0.89022398108
4 "sitting" "tBodyAccstdZ" -0.9322030066
4 "sitting" "tGravityAccmeanX" 0.8693030064
4 "sitting" "tGravityAccmeanY" 0.211622539936894
4 "sitting" "tGravityAccmeanZ" 0.11012048108
4 "sitting" "tGravityAccstdX" -0.9814052948
4 "sitting" "tGravityAccstdY" -0.93272710386
4 "sitting" "tGravityAccstdZ" -0.9509492546
4 "sitting" "tBodyAccJerkmeanX" 0.0784500239
4 "sitting" "tBodyAccJerkmeanY" -0.0108582171094
4 "sitting" "tBodyAccJerkmeanZ" -0.0121499951596
4 "sitting" "tBodyAccJerkstdX" -0.9767421962
4 "sitting" "tBodyAccJerkstdY" -0.9445961056
4 "sitting" "tBodyAccJerkstdZ" -0.9790387658
4 "sitting" "tBodyGyromeanX" -0.04944351156
4 "sitting" "tBodyGyromeanY" -0.08943006108
4 "sitting" "tBodyGyromeanZ" 0.10115033478
4 "sitting" "tBodyGyrostdX" -0.9701317904
4 "sitting" "tBodyGyrostdY" -0.9584681204
4 "sitting" "tBodyGyrostdZ" -0.9279722294
4 "sitting" "tBodyGyroJerkmeanX" -0.09694948424
4 "sitting" "tBodyGyroJerkmeanY" -0.041848389996
4 "sitting" "tBodyGyroJerkmeanZ" -0.0489964351672
4 "sitting" "tBodyGyroJerkstdX" -0.9698997312
4 "sitting" "tBodyGyroJerkstdY" -0.984441358
4 "sitting" "tBodyGyroJerkstdZ" -0.9688048316
4 "sitting" "tBodyAccMagmean" -0.93569482
4 "sitting" "tBodyAccMagstd" -0.9144078448
4 "sitting" "tGravityAccMagmean" -0.93569482
4 "sitting" "tGravityAccMagstd" -0.9144078448
4 "sitting" "tBodyAccJerkMagmean" -0.9701322836
4 "sitting" "tBodyAccJerkMagstd" -0.9625491104
4 "sitting" "tBodyGyroMagmean" -0.9260633138
4 "sitting" "tBodyGyroMagstd" -0.928898293
4 "sitting" "tBodyGyroJerkMagmean" -0.9804904618
4 "sitting" "tBodyGyroJerkMagstd" -0.9758066902
4 "sitting" "fBodyAccmeanX" -0.9774624984
4 "sitting" "fBodyAccmeanY" -0.9057829318
4 "sitting" "fBodyAccmeanZ" -0.9517837432
4 "sitting" "fBodyAccstdX" -0.9819081892
4 "sitting" "fBodyAccstdY" -0.8894673494
4 "sitting" "fBodyAccstdZ" -0.9269993168
4 "sitting" "fBodyAccmeanFreqX" 0.037381761194
4 "sitting" "fBodyAccmeanFreqY" 0.07878600934
4 "sitting" "fBodyAccmeanFreqZ" 0.01209426602
4 "sitting" "fBodyAccJerkmeanX" -0.9768457126
4 "sitting" "fBodyAccJerkmeanY" -0.9442983908
4 "sitting" "fBodyAccJerkmeanZ" -0.9751549056
4 "sitting" "fBodyAccJerkstdX" -0.9787769122
4 "sitting" "fBodyAccJerkstdY" -0.949293158
4 "sitting" "fBodyAccJerkstdZ" -0.9816994482
4 "sitting" "fBodyAccJerkmeanFreqX" 0.2130199199042
4 "sitting" "fBodyAccJerkmeanFreqY" -0.075289966262
4 "sitting" "fBodyAccJerkmeanFreqZ" 0.012245576986
4 "sitting" "fBodyGyromeanX" -0.9605896358
4 "sitting" "fBodyGyromeanY" -0.9675836478
4 "sitting" "fBodyGyromeanZ" -0.9337768922
4 "sitting" "fBodyGyrostdX" -0.973333107
4 "sitting" "fBodyGyrostdY" -0.954120419
4 "sitting" "fBodyGyrostdZ" -0.9328683544
4 "sitting" "fBodyGyromeanFreqX" 0.1090926580982
4 "sitting" "fBodyGyromeanFreqY" -0.394745539548
4 "sitting" "fBodyGyromeanFreqZ" -0.1457260342
4 "sitting" "fBodyAccMagmean" -0.929002095
4 "sitting" "fBodyAccMagstd" -0.9198157096
4 "sitting" "fBodyAccMagmeanFreq" 0.028092110644
4 "sitting" "fBodyBodyAccJerkMagmean" -0.9625007338
4 "sitting" "fBodyBodyAccJerkMagstd" -0.9615845194
4 "sitting" "fBodyBodyAccJerkMagmeanFreq" 0.22719801466
4 "sitting" "fBodyBodyGyroMagmean" -0.9487697524
4 "sitting" "fBodyBodyGyroMagstd" -0.9288505544
4 "sitting" "fBodyBodyGyroMagmeanFreq" -0.20008475764
4 "sitting" "fBodyBodyGyroJerkMagmean" -0.9765477634
4 "sitting" "fBodyBodyGyroJerkMagstd" -0.9762617538
4 "sitting" "fBodyBodyGyroJerkMagmeanFreq" 0.08593420296
4 "sitting" "angletBodyAccMeangravity" -0.010753474716
4 "sitting" "angletBodyAccJerkMeangravityMean" -0.0075990574098
4 "sitting" "angletBodyGyroMeangravityMean" -0.032687279624
4 "sitting" "angletBodyGyroJerkMeangravityMean" -0.0595747229
4 "sitting" "angleXgravityMean" -0.7102762428
4 "sitting" "angleYgravityMean" -0.07099878796
4 "sitting" "angleZgravityMean" -0.0563298907436
4 "standing" "tBodyAccmeanX" 0.280499745892857
4 "standing" "tBodyAccmeanY" -0.00948911098553571
4 "standing" "tBodyAccmeanZ" -0.0961574905535714
4 "standing" "tBodyAccstdX" -0.97692058
4 "standing" "tBodyAccstdY" -0.86159737875
4 "standing" "tBodyAccstdZ" -0.896880538392857
4 "standing" "tGravityAccmeanX" 0.95619779125
4 "standing" "tGravityAccmeanY" -0.0759009061071429
4 "standing" "tGravityAccmeanZ" 0.166893825946429
4 "standing" "tGravityAccstdX" -0.972908355892857
4 "standing" "tGravityAccstdY" -0.917613464821429
4 "standing" "tGravityAccstdZ" -0.899404775267857
4 "standing" "tBodyAccJerkmeanX" 0.0721328379857143
4 "standing" "tBodyAccJerkmeanY" -0.00653015693773214
4 "standing" "tBodyAccJerkmeanZ" -0.0211889890567857
4 "standing" "tBodyAccJerkstdX" -0.972586541964286
4 "standing" "tBodyAccJerkstdY" -0.938354677857143
4 "standing" "tBodyAccJerkstdZ" -0.973054201071429
4 "standing" "tBodyGyromeanX" -0.0306449342357143
4 "standing" "tBodyGyromeanY" -0.061824850625
4 "standing" "tBodyGyromeanZ" 0.0755636430892857
4 "standing" "tBodyGyrostdX" -0.909687974464286
4 "standing" "tBodyGyrostdY" -0.949227146964286
4 "standing" "tBodyGyrostdZ" -0.909995038571429
4 "standing" "tBodyGyroJerkmeanX" -0.103057894142857
4 "standing" "tBodyGyroJerkmeanY" -0.0461257201357143
4 "standing" "tBodyGyroJerkmeanZ" -0.0490753497867857
4 "standing" "tBodyGyroJerkstdX" -0.949633878571429
4 "standing" "tBodyGyroJerkstdY" -0.976065174642857
4 "standing" "tBodyGyroJerkstdZ" -0.957982019464286
4 "standing" "tBodyAccMagmean" -0.906478051785714
4 "standing" "tBodyAccMagstd" -0.890976683392857
4 "standing" "tGravityAccMagmean" -0.906478051785714
4 "standing" "tGravityAccMagstd" -0.890976683392857
4 "standing" "tBodyAccJerkMagmean" -0.963370738392857
4 "standing" "tBodyAccJerkMagstd" -0.958159482142857
4 "standing" "tBodyGyroMagmean" -0.900982100535714
4 "standing" "tBodyGyroMagstd" -0.885144317678571
4 "standing" "tBodyGyroJerkMagmean" -0.967614073928571
4 "standing" "tBodyGyroJerkMagstd" -0.964282784285714
4 "standing" "fBodyAccmeanX" -0.973497549642857
4 "standing" "fBodyAccmeanY" -0.889549205
4 "standing" "fBodyAccmeanZ" -0.93164342125
4 "standing" "fBodyAccstdX" -0.978737637678571
4 "standing" "fBodyAccstdY" -0.857380281803571
4 "standing" "fBodyAccstdZ" -0.887554317678571
4 "standing" "fBodyAccmeanFreqX" 0.0620999958378571
4 "standing" "fBodyAccmeanFreqY" -0.0669875048642857
4 "standing" "fBodyAccmeanFreqZ" -0.0377822772491071
4 "standing" "fBodyAccJerkmeanX" -0.972310894285714
4 "standing" "fBodyAccJerkmeanY" -0.937624242142857
4 "standing" "fBodyAccJerkmeanZ" -0.968648411607143
4 "standing" "fBodyAccJerkstdX" -0.975706723571429
4 "standing" "fBodyAccJerkstdY" -0.944075308928571
4 "standing" "fBodyAccJerkstdZ" -0.976229505535714
4 "standing" "fBodyAccJerkmeanFreqX" 0.2722139805
4 "standing" "fBodyAccJerkmeanFreqY" -0.126450632983929
4 "standing" "fBodyAccJerkmeanFreqZ" 0.0711056632839286
4 "standing" "fBodyGyromeanX" -0.905464161964286
4 "standing" "fBodyGyromeanY" -0.955992945178571
4 "standing" "fBodyGyromeanZ" -0.915280955357143
4 "standing" "fBodyGyrostdX" -0.912464793928571
4 "standing" "fBodyGyrostdY" -0.945825840178571
4 "standing" "fBodyGyrostdZ" -0.91665163125
4 "standing" "fBodyGyromeanFreqX" -0.2748096406875
4 "standing" "fBodyGyromeanFreqY" -0.364372374642857
4 "standing" "fBodyGyromeanFreqZ" -0.223109154546429
4 "standing" "fBodyAccMagmean" -0.917614014821429
4 "standing" "fBodyAccMagstd" -0.895340042142857
4 "standing" "fBodyAccMagmeanFreq" -0.102971757742857
4 "standing" "fBodyBodyAccJerkMagmean" -0.956139283571429
4 "standing" "fBodyBodyAccJerkMagstd" -0.96003249875
4 "standing" "fBodyBodyAccJerkMagmeanFreq" 0.201262207319643
4 "standing" "fBodyBodyGyroMagmean" -0.914209165714286
4 "standing" "fBodyBodyGyroMagstd" -0.887194404285714
4 "standing" "fBodyBodyGyroMagmeanFreq" -0.286128312085714
4 "standing" "fBodyBodyGyroJerkMagmean" -0.964471139464286
4 "standing" "fBodyBodyGyroJerkMagstd" -0.9664302175
4 "standing" "fBodyBodyGyroJerkMagmeanFreq" 0.0609850024464286
4 "standing" "angletBodyAccMeangravity" 0.0147312363133929
4 "standing" "angletBodyAccJerkMeangravityMean" 0.0045729088625
4 "standing" "angletBodyGyroMeangravityMean" 0.101339340914286
4 "standing" "angletBodyGyroJerkMeangravityMean" 0.0257192449821429
4 "standing" "angleXgravityMean" -0.831044401607143
4 "standing" "angleYgravityMean" 0.135778706071429
4 "standing" "angleZgravityMean" -0.0951347515892857
4 "laying" "tBodyAccmeanX" 0.263559214981481
4 "laying" "tBodyAccmeanY" -0.0150031841055556
4 "laying" "tBodyAccmeanZ" -0.110688150314815
4 "laying" "tBodyAccstdX" -0.954193738888889
4 "laying" "tBodyAccstdY" -0.941714042407407
4 "laying" "tBodyAccstdZ" -0.962667314814815
4 "laying" "tGravityAccmeanX" -0.420664662222222
4 "laying" "tGravityAccmeanY" 0.915165104259259
4 "laying" "tGravityAccmeanZ" 0.341531310555556
4 "laying" "tGravityAccstdX" -0.921199965925926
4 "laying" "tGravityAccstdY" -0.969816635740741
4 "laying" "tGravityAccstdZ" -0.976176608888889
4 "laying" "tBodyAccJerkmeanX" 0.0934494217777778
4 "laying" "tBodyAccJerkmeanY" 0.00693313213968519
4 "laying" "tBodyAccJerkmeanZ" -0.00641054328740741
4 "laying" "tBodyAccJerkstdX" -0.978302781111111
4 "laying" "tBodyAccJerkstdY" -0.942209488333333
4 "laying" "tBodyAccJerkstdZ" -0.978511984259259
4 "laying" "tBodyGyromeanX" -0.00923156347222222
4 "laying" "tBodyGyromeanY" -0.0930128180759259
4 "laying" "tBodyGyromeanZ" 0.169720404092593
4 "laying" "tBodyGyrostdX" -0.973102422222222
4 "laying" "tBodyGyrostdY" -0.961109291851852
4 "laying" "tBodyGyrostdZ" -0.962073755
4 "laying" "tBodyGyroJerkmeanX" -0.105019877685185
4 "laying" "tBodyGyroJerkmeanY" -0.0381230432222222
4 "laying" "tBodyGyroJerkmeanZ" -0.0712156288333333
4 "laying" "tBodyGyroJerkstdX" -0.975103204259259
4 "laying" "tBodyGyroJerkstdY" -0.986855629814815
4 "laying" "tBodyGyroJerkstdZ" -0.983965359814815
4 "laying" "tBodyAccMagmean" -0.954557603148148
4 "laying" "tBodyAccMagstd" -0.931292216611111
4 "laying" "tGravityAccMagmean" -0.954557603148148
4 "laying" "tGravityAccMagstd" -0.931292216611111
4 "laying" "tBodyAccJerkMagmean" -0.970095771666667
4 "laying" "tBodyAccJerkMagstd" -0.960786430740741
4 "laying" "tBodyGyroMagmean" -0.930236462592593
4 "laying" "tBodyGyroMagstd" -0.947031781666667
4 "laying" "tBodyGyroJerkMagmean" -0.985068502037037
4 "laying" "tBodyGyroJerkMagstd" -0.982698213703704
4 "laying" "fBodyAccmeanX" -0.958802077592593
4 "laying" "fBodyAccmeanY" -0.938883374444444
4 "laying" "fBodyAccmeanZ" -0.967504278888889
4 "laying" "fBodyAccstdX" -0.952464881481481
4 "laying" "fBodyAccstdY" -0.946380971111111
4 "laying" "fBodyAccstdZ" -0.962154454259259
4 "laying" "fBodyAccmeanFreqX" -0.274194618766667
4 "laying" "fBodyAccmeanFreqY" 0.366231448994444
4 "laying" "fBodyAccmeanFreqZ" 0.201329591976111
4 "laying" "fBodyAccJerkmeanX" -0.978542457407407
4 "laying" "fBodyAccJerkmeanY" -0.943969987222222
4 "laying" "fBodyAccJerkmeanZ" -0.975383329444444
4 "laying" "fBodyAccJerkstdX" -0.980079292592593
4 "laying" "fBodyAccJerkstdY" -0.944366881666667
4 "laying" "fBodyAccJerkstdZ" -0.980261236296296
4 "laying" "fBodyAccJerkmeanFreqX" 0.182436483157407
4 "laying" "fBodyAccJerkmeanFreqY" 0.0987428836296296
4 "laying" "fBodyAccJerkmeanFreqZ" 0.0770211165
4 "laying" "fBodyGyromeanX" -0.967203736481482
4 "laying" "fBodyGyromeanY" -0.972187839074074
4 "laying" "fBodyGyromeanZ" -0.961479262592593
4 "laying" "fBodyGyrostdX" -0.975094739444444
4 "laying" "fBodyGyrostdY" -0.956182500185185
4 "laying" "fBodyGyrostdZ" -0.965807466666667
4 "laying" "fBodyGyromeanFreqX" -0.0660921823944444
4 "laying" "fBodyGyromeanFreqY" -0.526889995562963
4 "laying" "fBodyGyromeanFreqZ" 0.152886311603704
4 "laying" "fBodyAccMagmean" -0.939389701296296
4 "laying" "fBodyAccMagstd" -0.937187975962963
4 "laying" "fBodyAccMagmeanFreq" 0.241697899814815
4 "laying" "fBodyBodyAccJerkMagmean" -0.96228712537037
4 "laying" "fBodyBodyAccJerkMagstd" -0.958037119259259
4 "laying" "fBodyBodyAccJerkMagmeanFreq" 0.274027349574074
4 "laying" "fBodyBodyGyroMagmean" -0.961556660185185
4 "laying" "fBodyBodyGyroMagstd" -0.947100325185185
4 "laying" "fBodyBodyGyroMagmeanFreq" -0.259851969798148
4 "laying" "fBodyBodyGyroJerkMagmean" -0.983609073333333
4 "laying" "fBodyBodyGyroJerkMagstd" -0.982543631666667
4 "laying" "fBodyBodyGyroJerkMagmeanFreq" 0.202949381537037
4 "laying" "angletBodyAccMeangravity" -0.00235775253703703
4 "laying" "angletBodyAccJerkMeangravityMean" -0.0155037568068519
4 "laying" "angletBodyGyroMeangravityMean" 0.0071296052962963
4 "laying" "angletBodyGyroJerkMeangravityMean" 0.036656730987037
4 "laying" "angleXgravityMean" 0.553489757592593
4 "laying" "angleYgravityMean" -0.763217167407407
4 "laying" "angleZgravityMean" -0.229790432925926
5 "walking" "tBodyAccmeanX" 0.27784234625
5 "walking" "tBodyAccmeanY" -0.0172850317482679
5 "walking" "tBodyAccmeanZ" -0.107741776464286
5 "walking" "tBodyAccstdX" -0.294098534232143
5 "walking" "tBodyAccstdY" 0.0767484028053571
5 "walking" "tBodyAccstdZ" -0.45702143625
5 "walking" "tGravityAccmeanX" 0.972624959821429
5 "walking" "tGravityAccmeanY" -0.100440285303571
5 "walking" "tGravityAccmeanZ" 0.00247623628392857
5 "walking" "tGravityAccstdX" -0.979348381428571
5 "walking" "tGravityAccstdY" -0.961585474821429
5 "walking" "tGravityAccstdZ" -0.964580803928571
5 "walking" "tBodyAccJerkmeanX" 0.0845888833571429
5 "walking" "tBodyAccJerkmeanY" -0.0163194101232143
5 "walking" "tBodyAccJerkmeanZ" 8.32159351785732e-05
5 "walking" "tBodyAccJerkstdX" -0.302891024625
5 "walking" "tBodyAccJerkstdY" -0.0910397428607143
5 "walking" "tBodyAccJerkstdZ" -0.612895318571429
5 "walking" "tBodyGyromeanX" -0.0488919896632143
5 "walking" "tBodyGyromeanY" -0.0690135249642857
5 "walking" "tBodyGyromeanZ" 0.0815435495892857
5 "walking" "tBodyGyrostdX" -0.490877497857143
5 "walking" "tBodyGyrostdY" -0.504622029821429
5 "walking" "tBodyGyrostdZ" -0.318700615178571
5 "walking" "tBodyGyroJerkmeanX" -0.0888408355267857
5 "walking" "tBodyGyroJerkmeanY" -0.0449559531089286
5 "walking" "tBodyGyroJerkmeanZ" -0.0482679596035714
5 "walking" "tBodyGyroJerkstdX" -0.357681403285714
5 "walking" "tBodyGyroJerkstdY" -0.57143812375
5 "walking" "tBodyGyroJerkstdZ" -0.157682543983929
5 "walking" "tBodyAccMagmean" -0.158338674394643
5 "walking" "tBodyAccMagstd" -0.377178733392857
5 "walking" "tGravityAccMagmean" -0.158338674394643
5 "walking" "tGravityAccMagstd" -0.377178733392857
5 "walking" "tBodyAccJerkMagmean" -0.288333024071429
5 "walking" "tBodyAccJerkMagstd" -0.282242276785714
5 "walking" "tBodyGyroMagmean" -0.355933083571429
5 "walking" "tBodyGyroMagstd" -0.492176823571429
5 "walking" "tBodyGyroJerkMagmean" -0.444532485357143
5 "walking" "tBodyGyroJerkMagstd" -0.48919974625
5 "walking" "fBodyAccmeanX" -0.287782607410714
5 "walking" "fBodyAccmeanY" 0.00946037755178572
5 "walking" "fBodyAccmeanZ" -0.490251090714286
5 "walking" "fBodyAccstdX" -0.297517355196429
5 "walking" "fBodyAccstdY" 0.0426026830839286
5 "walking" "fBodyAccstdZ" -0.483059957321429
5 "walking" "fBodyAccmeanFreqX" -0.322382010942857
5 "walking" "fBodyAccmeanFreqY" -0.00204051097321429
5 "walking" "fBodyAccmeanFreqZ" 0.0247389728696429
5 "walking" "fBodyAccJerkmeanX" -0.344954806428571
5 "walking" "fBodyAccJerkmeanY" -0.181055554206071
5 "walking" "fBodyAccJerkmeanZ" -0.590496615535714
5 "walking" "fBodyAccJerkstdX" -0.3213903195
5 "walking" "fBodyAccJerkstdY" -0.0545213604089286
5 "walking" "fBodyAccJerkstdZ" -0.633429995714286
5 "walking" "fBodyAccJerkmeanFreqX" -0.359372577678571
5 "walking" "fBodyAccJerkmeanFreqY" -0.534049822678571
5 "walking" "fBodyAccJerkmeanFreqZ" -0.3441509245
5 "walking" "fBodyGyromeanX" -0.372668749642857
5 "walking" "fBodyGyromeanY" -0.513951718392857
5 "walking" "fBodyGyromeanZ" -0.213127031035714
5 "walking" "fBodyGyrostdX" -0.529392790178571
5 "walking" "fBodyGyrostdY" -0.502683380535714
5 "walking" "fBodyGyrostdZ" -0.420367075178571
5 "walking" "fBodyGyromeanFreqX" -0.0458601936214286
5 "walking" "fBodyGyromeanFreqY" -0.0191860123089286
5 "walking" "fBodyGyromeanFreqZ" 0.167457819108929
5 "walking" "fBodyAccMagmean" -0.304992488892857
5 "walking" "fBodyAccMagstd" -0.519636926071429
5 "walking" "fBodyAccMagmeanFreq" 0.149852522225
5 "walking" "fBodyBodyAccJerkMagmean" -0.269481661080357
5 "walking" "fBodyBodyAccJerkMagstd" -0.305685376071429
5 "walking" "fBodyBodyAccJerkMagmeanFreq" -0.00497287788214286
5 "walking" "fBodyBodyGyroMagmean" -0.484262828928571
5 "walking" "fBodyBodyGyroMagstd" -0.589741506785714
5 "walking" "fBodyBodyGyroMagmeanFreq" 0.250620609769643
5 "walking" "fBodyBodyGyroJerkMagmean" -0.548053574821429
5 "walking" "fBodyBodyGyroJerkMagstd" -0.455665300892857
5 "walking" "fBodyBodyGyroJerkMagmeanFreq" 0.0527330125375
5 "walking" "angletBodyAccMeangravity" -0.0322868203928571
5 "walking" "angletBodyAccJerkMeangravityMean" -0.0117215775714286
5 "walking" "angletBodyGyroMeangravityMean" 0.0237357261964286
5 "walking" "angletBodyGyroJerkMeangravityMean" -0.0348937053392857
5 "walking" "angleXgravityMean" -0.91711397375
5 "walking" "angleYgravityMean" 0.152461602857143
5 "walking" "angleZgravityMean" 0.02003381474925
5 "walkingupstairs" "tBodyAccmeanX" 0.268459469914894
5 "walkingupstairs" "tBodyAccmeanY" -0.0325269755153191
5 "walkingupstairs" "tBodyAccmeanZ" -0.107471453914894
5 "walkingupstairs" "tBodyAccstdX" -0.0457237779851064
5 "walkingupstairs" "tBodyAccstdY" 0.185022459476596
5 "walkingupstairs" "tBodyAccstdZ" -0.308938978787234
5 "walkingupstairs" "tGravityAccmeanX" 0.936821834893617
5 "walkingupstairs" "tGravityAccmeanY" -0.265942569148936
